GeneID,CTRLH1,CTRLH2,CTRLN1,CTRLN2
ENSG00000237447,0,0,0,0
ENSG00000237449,0,0,0,0
ENSG00000237450,0,0,0,0
ENSG00000237451,5,3,10,5
ENSG00000237452,1,3,2,0
ENSG00000237453,0,0,0,0
ENSG00000237456,0,1,1,0
ENSG00000237457,12,11,24,23
ENSG00000237458,0,0,0,0
ENSG00000237460,0,0,0,3
ENSG00000237461,7,3,5,4
ENSG00000237463,0,0,0,0
ENSG00000237464,0,0,0,0
ENSG00000237466,0,0,0,1
ENSG00000237467,0,0,0,0
ENSG00000237468,0,0,0,0
ENSG00000237469,0,0,0,0
ENSG00000237470,0,0,0,0
ENSG00000237471,4,7,0,0
ENSG00000237472,0,0,0,0
ENSG00000237473,0,0,0,0
ENSG00000237475,0,0,0,0
ENSG00000237476,2,7,13,6
ENSG00000237477,0,0,0,0
ENSG00000237478,0,0,0,0
ENSG00000237479,0,0,0,0
ENSG00000237480,0,1,0,0
ENSG00000237481,2,0,0,1
ENSG00000237483,0,0,0,0
ENSG00000237484,0,0,0,0
ENSG00000237487,0,0,0,0
ENSG00000237489,55,70,91,72
ENSG00000237490,0,0,0,0
ENSG00000237491,12,19,22,24
ENSG00000237492,0,0,0,0
ENSG00000237493,15,16,26,27
ENSG00000237494,0,0,0,2
ENSG00000237498,0,0,0,0
ENSG00000237499,0,2,1,2
ENSG00000237500,0,0,0,0
ENSG00000237501,0,0,0,0
ENSG00000237503,0,0,0,0
ENSG00000237505,7,16,7,10
ENSG00000237506,32,35,33,25
ENSG00000237510,0,0,0,0
ENSG00000237512,5,5,2,8
ENSG00000237513,1,0,0,0
ENSG00000237514,1,0,0,0
ENSG00000237515,615,688,579,621
ENSG00000237517,9,14,64,47
ENSG00000237520,0,0,0,0
ENSG00000237521,0,0,0,0
ENSG00000237522,1,0,2,1
ENSG00000237523,30,29,61,41
ENSG00000237524,0,0,0,0
ENSG00000237525,0,0,0,0
ENSG00000237527,1,0,3,2
ENSG00000237528,0,0,0,0
ENSG00000237529,0,3,4,3
ENSG00000237530,0,0,0,0
ENSG00000237531,0,0,1,0
ENSG00000237532,0,0,0,0
ENSG00000237539,0,0,0,0
ENSG00000237540,0,0,0,0
ENSG00000237541,0,2,0,0
ENSG00000237542,0,0,0,0
ENSG00000237546,0,0,0,0
ENSG00000237547,0,0,0,0
ENSG00000237548,0,4,2,0
ENSG00000237549,0,0,0,0
ENSG00000237550,965,1199,857,835
ENSG00000237551,0,0,0,0
ENSG00000237552,0,0,0,0
ENSG00000237553,0,0,0,0
ENSG00000237555,0,0,0,0
ENSG00000237556,0,0,0,0
ENSG00000237557,0,0,0,1
ENSG00000237558,0,0,0,0
ENSG00000237560,0,0,1,0
ENSG00000237563,0,0,0,0
ENSG00000237566,0,0,0,0
ENSG00000237567,0,0,0,0
ENSG00000237568,0,0,0,0
ENSG00000237569,0,0,0,0
ENSG00000237571,0,1,0,1
ENSG00000237572,0,0,0,0
ENSG00000237574,0,0,3,0
ENSG00000237575,2,2,6,12
ENSG00000237576,0,0,0,0
ENSG00000237579,1,0,0,0
ENSG00000237580,0,0,0,0
ENSG00000237581,0,0,0,0
ENSG00000237583,0,0,0,0
ENSG00000237584,0,2,1,2
ENSG00000237585,0,0,0,0
ENSG00000237586,0,0,0,1
ENSG00000237588,0,0,1,1
ENSG00000237589,0,0,0,0
ENSG00000237590,0,0,0,0
ENSG00000237592,0,0,0,0
ENSG00000237593,0,0,0,0
ENSG00000237594,18,20,42,40
ENSG00000237595,4,7,0,0
ENSG00000237596,1,1,0,0
ENSG00000237601,0,0,0,0
ENSG00000237603,0,0,0,0
ENSG00000237604,0,0,1,0
ENSG00000237605,1,2,5,2
ENSG00000237606,0,0,0,0
ENSG00000237609,1,0,1,0
ENSG00000237610,0,0,0,0
ENSG00000237611,0,0,0,0
ENSG00000237612,0,0,0,0
ENSG00000237613,0,0,0,0
ENSG00000237614,2,0,0,2
ENSG00000237616,0,0,0,0
ENSG00000237617,0,0,0,0
ENSG00000237618,0,0,0,0
ENSG00000237619,0,0,0,0
ENSG00000237620,0,0,0,0
ENSG00000237621,0,0,0,0
ENSG00000237622,0,0,0,0
ENSG00000237623,0,0,0,0
ENSG00000237624,0,0,3,0
ENSG00000237626,0,0,0,0
ENSG00000237628,0,0,0,0
ENSG00000237629,0,1,0,0
ENSG00000237630,0,0,0,0
ENSG00000237631,0,0,0,0
ENSG00000237632,0,1,1,0
ENSG00000237633,0,0,0,0
ENSG00000237635,0,0,0,0
ENSG00000237636,0,0,0,0
ENSG00000237637,0,0,0,0
ENSG00000237638,13,10,22,11
ENSG00000237639,0,0,0,0
ENSG00000237640,0,0,0,0
ENSG00000237641,0,0,0,0
ENSG00000237642,0,0,0,0
ENSG00000237643,0,0,0,0
ENSG00000237645,0,0,0,0
ENSG00000237646,0,0,0,0
ENSG00000237649,975,1216,2904,2624
ENSG00000237650,0,0,0,0
ENSG00000237651,3,6,13,16
ENSG00000237653,0,0,0,0
ENSG00000237654,0,0,0,0
ENSG00000237655,0,0,0,0
ENSG00000237659,0,0,0,0
ENSG00000237661,0,0,0,0
ENSG00000237662,0,0,0,0
ENSG00000237663,0,0,0,0
ENSG00000237664,0,0,1,0
ENSG00000237665,0,0,0,0
ENSG00000237666,0,0,0,0
ENSG00000237667,0,0,0,0
ENSG00000237668,2,2,2,6
ENSG00000237669,0,5,6,12
ENSG00000237670,0,0,0,0
ENSG00000237671,0,0,0,0
ENSG00000237672,0,0,0,0
ENSG00000237674,0,0,0,0
ENSG00000237675,0,0,0,0
ENSG00000237676,2,4,2,1
ENSG00000237679,1,0,0,0
ENSG00000237682,2,2,1,3
ENSG00000237684,0,0,0,0
ENSG00000237685,3,9,6,6
ENSG00000237686,30,30,6,1
ENSG00000237687,0,0,0,0
ENSG00000237689,0,0,0,0
ENSG00000237691,0,0,0,0
ENSG00000237693,0,0,0,0
ENSG00000237699,0,0,0,0
ENSG00000237700,0,0,0,0
ENSG00000237701,0,0,0,0
ENSG00000237702,0,0,0,0
ENSG00000237704,0,0,0,0
ENSG00000237705,0,0,0,0
ENSG00000237706,0,0,0,0
ENSG00000237707,0,0,0,0
ENSG00000237708,1,0,1,0
ENSG00000237709,0,0,0,0
ENSG00000237711,0,0,0,0
ENSG00000237713,0,0,0,0
ENSG00000237714,2,3,0,0
ENSG00000237716,0,0,0,0
ENSG00000237717,0,0,0,0
ENSG00000237718,0,0,0,0
ENSG00000237719,0,0,0,0
ENSG00000237720,0,0,0,0
ENSG00000237722,0,0,0,0
ENSG00000237728,0,0,0,0
ENSG00000237729,0,1,1,4
ENSG00000237730,0,0,0,0
ENSG00000237731,0,0,0,0
ENSG00000237732,24,30,28,31
ENSG00000237734,0,0,0,0
ENSG00000237735,0,0,0,0
ENSG00000237737,2,1,1,2
ENSG00000237738,1,0,0,0
ENSG00000237740,0,0,0,0
ENSG00000237741,0,0,0,0
ENSG00000237742,2,5,8,5
ENSG00000237743,0,0,0,0
ENSG00000237745,0,0,0,0
ENSG00000237746,0,0,0,0
ENSG00000237747,0,0,0,0
ENSG00000237748,1,0,3,3
ENSG00000237749,5,3,1,0
ENSG00000237750,0,0,0,0
ENSG00000237751,4,6,11,7
ENSG00000237752,0,0,0,0
ENSG00000237753,8,8,19,23
ENSG00000237754,0,0,0,0
ENSG00000237756,0,0,0,0
ENSG00000237757,0,0,0,0
ENSG00000237758,20,41,46,53
ENSG00000237759,0,0,0,0
ENSG00000237760,0,0,0,0
ENSG00000237761,0,1,1,1
ENSG00000237763,0,0,0,0
ENSG00000237765,142,179,269,250
ENSG00000237766,2,0,2,1
ENSG00000237767,0,1,0,0
ENSG00000237768,13,11,1,0
ENSG00000237770,0,0,0,0
ENSG00000237772,1,1,1,0
ENSG00000237773,4,7,4,5
ENSG00000237774,0,1,0,0
ENSG00000237775,1,0,0,0
ENSG00000237781,1,1,1,2
ENSG00000237782,0,0,0,0
ENSG00000237783,0,0,0,0
ENSG00000237784,0,0,0,0
ENSG00000237786,1,0,3,1
ENSG00000237787,0,0,0,0
ENSG00000237788,3,1,3,2
ENSG00000237790,0,0,0,0
ENSG00000237793,0,0,0,0
ENSG00000237797,0,0,0,0
ENSG00000237798,0,0,0,0
ENSG00000237799,0,0,0,0
ENSG00000237801,0,0,1,0
ENSG00000237802,0,0,0,0
ENSG00000237803,0,0,2,0
ENSG00000237804,1,0,1,1
ENSG00000237806,0,0,0,0
ENSG00000237807,23,35,33,23
ENSG00000237810,0,0,0,0
ENSG00000237813,19,16,19,12
ENSG00000237816,0,0,0,0
ENSG00000237818,0,0,0,0
ENSG00000237819,0,0,0,0
ENSG00000237821,4,10,9,6
ENSG00000237823,0,0,0,0
ENSG00000237824,0,0,0,0
ENSG00000237827,0,0,0,0
ENSG00000237828,2,8,11,7
ENSG00000237832,0,0,0,0
ENSG00000237833,0,0,0,0
ENSG00000237835,0,0,0,0
ENSG00000237836,3,2,15,10
ENSG00000237837,0,0,0,0
ENSG00000237838,0,0,0,0
ENSG00000237840,11,9,8,10
ENSG00000237841,0,0,0,0
ENSG00000237842,2,2,2,4
ENSG00000237843,0,0,0,0
ENSG00000237844,0,0,0,0
ENSG00000237845,0,0,0,0
ENSG00000237846,0,0,0,0
ENSG00000237848,0,0,0,0
ENSG00000237849,0,0,0,0
ENSG00000237850,0,0,0,0
ENSG00000237851,0,0,0,0
ENSG00000237852,0,1,0,1
ENSG00000237853,0,0,0,1
ENSG00000237854,121,150,184,200
ENSG00000237856,0,0,0,0
ENSG00000237859,0,0,0,0
ENSG00000237860,0,0,0,0
ENSG00000237861,0,0,0,0
ENSG00000237862,0,0,0,1
ENSG00000237863,2,2,0,0
ENSG00000237864,0,0,1,3
ENSG00000237868,0,0,0,0
ENSG00000237870,0,1,0,0
ENSG00000237872,0,0,0,0
ENSG00000237873,0,0,0,0
ENSG00000237874,0,0,0,0
ENSG00000237875,0,1,0,0
ENSG00000237876,0,0,0,0
ENSG00000237877,7,9,5,7
ENSG00000237879,0,0,0,0
ENSG00000237880,0,0,0,0
ENSG00000237882,0,2,2,0
ENSG00000237883,25,37,85,76
ENSG00000237885,0,0,0,0
ENSG00000237886,9,8,39,35
ENSG00000237887,0,0,0,0
ENSG00000237888,0,0,0,0
ENSG00000237891,0,0,0,0
ENSG00000237892,4,6,1,2
ENSG00000237896,0,0,0,0
ENSG00000237897,0,0,0,1
ENSG00000237899,3,2,11,9
ENSG00000237901,0,0,0,0
ENSG00000237902,0,0,0,0
ENSG00000237903,0,1,0,2
ENSG00000237904,0,0,0,0
ENSG00000237906,0,0,0,0
ENSG00000237910,0,0,0,0
ENSG00000237911,0,0,0,0
ENSG00000237913,0,0,0,0
ENSG00000237914,0,0,0,0
ENSG00000237916,0,0,0,0
ENSG00000237917,0,0,0,0
ENSG00000237919,0,0,0,0
ENSG00000237920,0,0,0,0
ENSG00000237921,0,0,0,0
ENSG00000237922,0,0,0,0
ENSG00000237923,0,0,0,0
ENSG00000237924,0,0,0,0
ENSG00000237926,0,1,0,0
ENSG00000237927,5,6,2,0
ENSG00000237928,1,0,0,0
ENSG00000237929,0,0,0,0
ENSG00000237930,0,0,0,0
ENSG00000237931,0,1,0,0
ENSG00000237934,0,0,0,0
ENSG00000237936,0,0,0,0
ENSG00000237937,0,0,0,0
ENSG00000237938,4,4,4,1
ENSG00000237939,0,1,0,0
ENSG00000237940,0,1,3,5
ENSG00000237941,0,0,0,0
ENSG00000237943,0,0,0,0
ENSG00000237945,9,6,14,6
ENSG00000237947,0,0,0,0
ENSG00000237948,0,0,0,0
ENSG00000237949,0,0,0,0
ENSG00000237950,77,92,69,53
ENSG00000237951,0,0,0,0
ENSG00000237952,0,0,0,0
ENSG00000237953,0,0,0,0
ENSG00000237954,0,0,0,0
ENSG00000237955,0,0,0,0
ENSG00000237956,0,0,0,0
ENSG00000237957,0,0,0,0
ENSG00000237959,0,0,0,0
ENSG00000237961,0,0,0,0
ENSG00000237963,0,0,0,0
ENSG00000237964,0,0,0,0
ENSG00000237968,0,0,0,0
ENSG00000237970,0,0,0,0
ENSG00000237971,0,0,0,0
ENSG00000237972,0,0,0,0
ENSG00000237973,1851,2220,1453,1637
ENSG00000237974,0,0,0,0
ENSG00000237975,1,0,0,1
ENSG00000237976,7,5,7,6
ENSG00000237977,1,1,0,0
ENSG00000237978,64,111,119,106
ENSG00000237979,0,0,0,0
ENSG00000237980,0,0,0,0
ENSG00000237982,0,0,0,0
ENSG00000237984,8,22,16,21
ENSG00000237986,0,0,0,0
ENSG00000237987,0,0,0,0
ENSG00000237988,0,0,0,0
ENSG00000237989,0,0,0,0
ENSG00000237990,0,0,0,0
ENSG00000237991,8,5,2,2
ENSG00000237992,1,0,0,0
ENSG00000237993,0,0,0,1
ENSG00000237994,0,0,0,0
ENSG00000237997,0,0,0,0
ENSG00000237999,0,0,0,1
ENSG00000238000,6,9,27,24
ENSG00000238001,0,0,0,0
ENSG00000238002,0,0,0,0
ENSG00000238003,0,0,0,0
ENSG00000238004,0,0,0,0
ENSG00000238005,5,6,10,13
ENSG00000238007,0,0,0,0
ENSG00000238008,0,0,1,0
ENSG00000238009,1,6,1,1
ENSG00000238010,0,0,0,0
ENSG00000238012,0,0,0,0
ENSG00000238013,0,0,0,0
ENSG00000238015,0,0,0,0
ENSG00000238018,2,5,2,4
ENSG00000238019,0,0,0,0
ENSG00000238020,1,0,0,0
ENSG00000238021,3,6,1,1
ENSG00000238022,0,0,0,0
ENSG00000238024,0,0,0,0
ENSG00000238025,0,0,0,0
ENSG00000238026,0,0,0,0
ENSG00000238029,0,0,0,1
ENSG00000238031,0,0,0,0
ENSG00000238032,0,0,0,0
ENSG00000238034,0,0,0,0
ENSG00000238035,2,12,7,3
ENSG00000238037,0,0,0,0
ENSG00000238038,0,1,1,0
ENSG00000238039,1,7,2,2
ENSG00000238040,0,0,0,0
ENSG00000238041,0,3,0,1
ENSG00000238042,0,0,0,0
ENSG00000238043,0,0,0,0
ENSG00000238045,143,140,178,120
ENSG00000238046,0,0,0,0
ENSG00000238047,0,0,0,0
ENSG00000238048,0,0,0,0
ENSG00000238049,0,0,0,0
ENSG00000238051,0,0,0,0
ENSG00000238054,0,0,0,0
ENSG00000238055,0,0,0,1
ENSG00000238057,0,0,0,0
ENSG00000238058,21,19,76,51
ENSG00000238059,0,0,0,0
ENSG00000238061,0,0,0,0
ENSG00000238062,6,5,14,20
ENSG00000238063,1,0,0,0
ENSG00000238065,0,0,0,0
ENSG00000238066,0,0,0,0
ENSG00000238067,0,0,0,0
ENSG00000238069,0,0,0,0
ENSG00000238072,3,15,10,24
ENSG00000238073,0,0,0,0
ENSG00000238074,0,0,0,0
ENSG00000238075,0,0,0,0
ENSG00000238076,0,0,0,0
ENSG00000238077,0,0,0,0
ENSG00000238078,0,0,0,0
ENSG00000238079,0,0,0,0
ENSG00000238081,0,0,0,0
ENSG00000238082,2,0,3,4
ENSG00000238083,58,73,29,24
ENSG00000238084,2,3,4,5
ENSG00000238085,0,0,0,0
ENSG00000238086,0,0,0,0
ENSG00000238087,0,0,0,0
ENSG00000238088,0,0,0,0
ENSG00000238090,0,0,1,2
ENSG00000238092,0,0,0,0
ENSG00000238094,0,0,0,0
ENSG00000238097,0,0,0,0
ENSG00000238098,9,5,13,8
ENSG00000238099,0,1,0,0
ENSG00000238102,0,0,0,0
ENSG00000238103,63,70,57,56
ENSG00000238105,49,53,252,226
ENSG00000238107,0,0,0,0
ENSG00000238108,0,0,0,0
ENSG00000238109,1,1,0,1
ENSG00000238110,2,2,2,2
ENSG00000238111,0,0,0,1
ENSG00000238113,11,13,23,21
ENSG00000238116,0,1,0,0
ENSG00000238117,178,199,50,63
ENSG00000238118,24,29,21,8
ENSG00000238120,0,0,0,1
ENSG00000238121,0,0,0,0
ENSG00000238122,0,0,2,2
ENSG00000238123,1,1,4,0
ENSG00000238124,0,0,0,0
ENSG00000238125,0,0,0,0
ENSG00000238129,0,0,0,0
ENSG00000238131,0,0,0,0
ENSG00000238132,1,1,0,0
ENSG00000238133,2,1,1,1
ENSG00000238135,0,0,0,0
ENSG00000238137,0,1,0,0
ENSG00000238138,0,0,0,0
ENSG00000238139,0,0,0,0
ENSG00000238140,0,0,0,0
ENSG00000238141,1,0,4,2
ENSG00000238142,0,0,1,0
ENSG00000238143,0,0,1,0
ENSG00000238145,0,0,0,0
ENSG00000238149,0,0,0,0
ENSG00000238150,0,1,0,0
ENSG00000238151,0,0,0,0
ENSG00000238152,0,0,0,0
ENSG00000238153,0,0,0,0
ENSG00000238154,0,0,0,0
ENSG00000238156,0,0,0,0
ENSG00000238158,0,0,0,0
ENSG00000238160,0,0,0,0
ENSG00000238161,0,1,0,0
ENSG00000238162,0,0,0,0
ENSG00000238164,0,0,0,0
ENSG00000238165,0,0,1,2
ENSG00000238166,0,0,0,0
ENSG00000238168,0,0,0,0
ENSG00000238169,0,0,0,0
ENSG00000238171,1,1,0,2
ENSG00000238172,35,51,25,22
ENSG00000238173,0,0,0,0
ENSG00000238176,0,0,0,0
ENSG00000238178,0,0,0,0
ENSG00000238180,0,0,0,0
ENSG00000238181,0,1,0,0
ENSG00000238183,0,0,0,0
ENSG00000238184,20,14,22,14
ENSG00000238185,0,0,0,0
ENSG00000238186,1,0,0,0
ENSG00000238188,0,0,0,0
ENSG00000238189,0,0,0,0
ENSG00000238190,0,0,0,0
ENSG00000238191,0,0,0,0
ENSG00000238192,0,0,0,0
ENSG00000238193,0,0,0,1
ENSG00000238194,0,0,0,0
ENSG00000238195,0,0,0,0
ENSG00000238197,6,8,35,34
ENSG00000238198,0,1,1,1
ENSG00000238199,0,1,2,0
ENSG00000238200,0,0,0,0
ENSG00000238201,0,0,0,0
ENSG00000238202,0,0,0,0
ENSG00000238205,0,0,0,0
ENSG00000238207,0,0,0,0
ENSG00000238210,0,0,0,0
ENSG00000238211,0,0,0,0
ENSG00000238212,0,0,0,0
ENSG00000238213,0,1,2,1
ENSG00000238215,0,0,0,0
ENSG00000238217,0,0,0,0
ENSG00000238220,0,0,0,0
ENSG00000238221,3,6,2,3
ENSG00000238222,0,1,1,1
ENSG00000238223,0,0,0,0
ENSG00000238224,0,1,0,0
ENSG00000238225,0,0,0,0
ENSG00000238227,1960,2228,2466,2352
ENSG00000238228,5,4,4,2
ENSG00000238230,0,0,0,0
ENSG00000238231,3,0,0,0
ENSG00000238232,0,0,0,0
ENSG00000238235,0,0,0,0
ENSG00000238236,0,0,0,0
ENSG00000238241,0,0,0,0
ENSG00000238242,0,0,0,1
ENSG00000238243,0,0,0,0
ENSG00000238244,0,0,0,0
ENSG00000238245,0,0,0,0
ENSG00000238246,0,0,0,0
ENSG00000238247,1,1,1,0
ENSG00000238249,0,3,0,0
ENSG00000238250,0,0,0,0
ENSG00000238251,5,8,4,3
ENSG00000238254,0,0,0,0
ENSG00000238256,0,0,0,0
ENSG00000238257,0,0,0,0
ENSG00000238258,3,6,7,2
ENSG00000238259,0,0,0,0
ENSG00000238260,2,6,4,2
ENSG00000238262,0,0,0,0
ENSG00000238263,0,0,0,0
ENSG00000238265,0,0,0,0
ENSG00000238266,0,1,0,0
ENSG00000238267,0,0,0,0
ENSG00000238269,0,1,0,0
ENSG00000238270,0,0,0,0
ENSG00000238271,0,0,0,0
ENSG00000238272,0,0,0,0
ENSG00000238273,1,0,0,0
ENSG00000238275,0,0,0,0
ENSG00000238276,0,0,0,0
ENSG00000238277,0,0,0,0
ENSG00000238278,0,0,0,1
ENSG00000238279,0,0,0,0
ENSG00000238280,2,5,1,2
ENSG00000238282,0,0,0,0
ENSG00000238283,3,1,3,1
ENSG00000238284,0,0,0,0
ENSG00000238285,0,0,0,0
ENSG00000238286,2,4,3,5
ENSG00000238287,2,2,13,12
ENSG00000238288,0,0,0,0
ENSG00000238290,3,1,1,3
ENSG00000238291,0,0,0,0
ENSG00000238295,0,0,0,0
ENSG00000238297,0,0,0,0
ENSG00000238300,0,0,0,0
ENSG00000238302,0,0,0,0
ENSG00000238304,0,0,0,0
ENSG00000238311,1,1,0,0
ENSG00000238316,0,0,0,0
ENSG00000238317,3,3,1,0
ENSG00000238324,0,0,0,0
ENSG00000238326,0,0,0,0
ENSG00000238344,0,0,0,0
ENSG00000238357,0,0,0,0
ENSG00000238358,0,0,0,0
ENSG00000238363,4,4,9,7
ENSG00000238364,0,0,0,0
ENSG00000238365,0,0,0,0
ENSG00000238366,0,0,0,0
ENSG00000238367,0,0,0,0
ENSG00000238370,0,0,0,0
ENSG00000238371,0,0,0,0
ENSG00000238372,0,0,0,0
ENSG00000238374,0,0,0,0
ENSG00000238379,0,0,0,0
ENSG00000238380,0,0,0,0
ENSG00000238382,0,0,0,0
ENSG00000238386,0,0,0,0
ENSG00000238387,0,0,0,0
ENSG00000238390,4,8,3,5
ENSG00000238391,0,0,0,0
ENSG00000238399,0,0,0,0
ENSG00000238405,0,0,0,0
ENSG00000238406,0,0,0,1
ENSG00000238410,0,0,0,0
ENSG00000238417,0,0,0,0
ENSG00000238419,0,0,0,0
ENSG00000238420,0,0,0,0
ENSG00000238423,1,0,0,0
ENSG00000238426,0,0,0,0
ENSG00000238427,0,1,0,0
ENSG00000238431,0,0,0,0
ENSG00000238440,0,0,0,0
ENSG00000238441,0,0,0,0
ENSG00000238443,0,0,0,0
ENSG00000238444,0,0,0,0
ENSG00000238446,0,0,0,0
ENSG00000238447,0,0,0,0
ENSG00000238452,0,0,0,0
ENSG00000238456,0,0,0,0
ENSG00000238457,0,0,0,0
ENSG00000238468,0,0,0,0
ENSG00000238478,0,0,0,0
ENSG00000238482,0,0,0,0
ENSG00000238485,0,0,0,0
ENSG00000238489,0,0,0,0
ENSG00000238490,0,0,0,0
ENSG00000238493,0,0,0,0
ENSG00000238498,0,0,0,0
ENSG00000238500,0,0,0,0
ENSG00000238503,0,0,0,0
ENSG00000238509,0,0,0,0
ENSG00000238516,0,0,0,0
ENSG00000238517,0,0,0,0
ENSG00000238519,0,0,0,0
ENSG00000238523,0,0,0,0
ENSG00000238529,0,0,0,0
ENSG00000238531,1,0,0,0
ENSG00000238540,0,0,0,0
ENSG00000238542,0,0,0,0
ENSG00000238551,0,0,0,0
ENSG00000238554,0,0,0,0
ENSG00000238558,0,0,0,0
ENSG00000238560,0,0,0,0
ENSG00000238561,0,0,0,0
ENSG00000238562,0,0,0,0
ENSG00000238570,0,0,0,0
ENSG00000238575,0,0,0,0
ENSG00000238578,14,13,41,30
ENSG00000238584,0,0,0,0
ENSG00000238585,0,0,0,0
ENSG00000238590,0,0,0,0
ENSG00000238594,0,0,0,0
ENSG00000238597,0,0,0,0
ENSG00000238606,0,0,0,0
ENSG00000238609,0,0,0,0
ENSG00000238610,0,0,0,0
ENSG00000238616,0,0,0,0
ENSG00000238619,0,0,0,0
ENSG00000238622,0,0,0,0
ENSG00000238627,0,0,0,0
ENSG00000238628,0,0,0,0
ENSG00000238632,0,0,0,0
ENSG00000238645,0,0,0,0
ENSG00000238649,0,0,0,0
ENSG00000238650,0,0,0,0
ENSG00000238653,0,0,0,0
ENSG00000238658,0,0,0,0
ENSG00000238669,0,0,0,0
ENSG00000238680,0,0,0,0
ENSG00000238685,0,0,0,0
ENSG00000238694,0,0,0,0
ENSG00000238697,0,0,0,0
ENSG00000238698,0,0,0,0
ENSG00000238704,0,0,0,0
ENSG00000238705,0,0,0,0
ENSG00000238707,0,0,0,0
ENSG00000238709,0,0,0,0
ENSG00000238711,0,0,1,0
ENSG00000238713,0,0,1,0
ENSG00000238719,0,0,0,0
ENSG00000238721,0,0,0,0
ENSG00000238723,0,0,0,0
ENSG00000238724,0,0,0,0
ENSG00000238728,0,0,0,0
ENSG00000238730,0,0,0,0
ENSG00000238731,0,0,0,0
ENSG00000238735,0,0,0,0
ENSG00000238741,1,4,2,2
ENSG00000238745,0,0,0,0
ENSG00000238749,0,0,0,0
ENSG00000238750,0,0,0,0
ENSG00000238754,0,0,0,0
ENSG00000238755,1,0,0,0
ENSG00000238759,0,0,0,0
ENSG00000238761,0,0,0,0
ENSG00000238764,0,0,0,0
ENSG00000238765,0,0,0,0
ENSG00000238777,0,0,0,0
ENSG00000238778,0,0,0,0
ENSG00000238782,0,0,0,0
ENSG00000238783,0,0,0,0
ENSG00000238785,0,0,0,0
ENSG00000238788,0,0,0,0
ENSG00000238789,0,0,0,0
ENSG00000238793,0,1,0,0
ENSG00000238795,0,0,0,1
ENSG00000238797,0,0,0,0
ENSG00000238804,0,0,0,0
ENSG00000238808,0,0,0,0
ENSG00000238812,0,0,0,0
ENSG00000238813,0,0,0,0
ENSG00000238819,0,0,0,0
ENSG00000238825,0,0,1,1
ENSG00000238829,0,0,0,0
ENSG00000238830,0,0,0,0
ENSG00000238832,5,6,5,3
ENSG00000238833,0,0,0,0
ENSG00000238835,0,1,0,0
ENSG00000238837,0,0,0,0
ENSG00000238840,0,0,0,0
ENSG00000238842,0,0,0,0
ENSG00000238845,0,0,0,0
ENSG00000238854,0,0,0,0
ENSG00000238862,0,0,0,0
ENSG00000238875,0,0,0,0
ENSG00000238880,0,0,0,0
ENSG00000238882,0,0,0,0
ENSG00000238884,0,0,0,0
ENSG00000238886,0,0,0,0
ENSG00000238898,0,0,0,0
ENSG00000238901,0,0,0,0
ENSG00000238902,0,0,0,0
ENSG00000238904,0,0,0,0
ENSG00000238906,0,0,0,0
ENSG00000238908,0,0,0,0
ENSG00000238912,0,0,0,0
ENSG00000238913,0,0,0,0
ENSG00000238917,0,0,0,0
ENSG00000238923,0,0,0,0
ENSG00000238924,0,0,0,0
ENSG00000238926,0,0,0,0
ENSG00000238933,1,0,0,0
ENSG00000238934,0,0,1,0
ENSG00000238936,0,0,0,0
ENSG00000238941,0,0,0,0
ENSG00000238942,0,0,0,0
ENSG00000238943,0,0,0,0
ENSG00000238949,0,0,0,0
ENSG00000238950,0,0,0,0
ENSG00000238959,0,0,0,0
ENSG00000238961,1,1,0,0
ENSG00000238962,0,0,0,0
ENSG00000238963,0,0,0,0
ENSG00000238964,1,0,0,0
ENSG00000238965,0,0,0,0
ENSG00000238966,0,0,0,0
ENSG00000238987,0,0,0,0
ENSG00000238998,0,0,0,0
ENSG00000239001,0,0,0,0
ENSG00000239002,0,1,0,0
ENSG00000239003,0,0,0,0
ENSG00000239005,3,2,0,1
ENSG00000239007,0,0,0,0
ENSG00000239008,0,0,0,0
ENSG00000239010,0,0,0,0
ENSG00000239014,0,0,0,0
ENSG00000239021,0,1,0,0
ENSG00000239023,0,0,0,0
ENSG00000239030,0,0,0,0
ENSG00000239035,0,0,0,0
ENSG00000239039,0,1,0,0
ENSG00000239040,0,4,1,2
ENSG00000239041,0,0,0,0
ENSG00000239043,0,0,0,0
ENSG00000239053,0,0,0,0
ENSG00000239057,0,0,0,0
ENSG00000239069,0,0,0,0
ENSG00000239075,0,0,0,0
ENSG00000239078,0,0,0,0
ENSG00000239079,0,0,0,0
ENSG00000239080,0,0,0,0
ENSG00000239081,0,0,0,0
ENSG00000239082,0,0,0,0
ENSG00000239093,0,0,1,0
ENSG00000239096,0,0,0,0
ENSG00000239099,0,0,0,0
ENSG00000239102,0,0,0,0
ENSG00000239105,0,0,0,0
ENSG00000239106,0,0,0,0
ENSG00000239108,0,0,0,0
ENSG00000239112,0,0,0,1
ENSG00000239115,0,0,0,0
ENSG00000239118,0,0,0,0
ENSG00000239119,0,0,0,0
ENSG00000239122,1,0,0,4
ENSG00000239127,0,0,0,0
ENSG00000239128,0,0,0,0
ENSG00000239129,0,0,0,0
ENSG00000239137,0,0,0,0
ENSG00000239142,0,0,0,0
ENSG00000239143,0,0,0,0
ENSG00000239148,0,0,0,0
ENSG00000239149,2,1,2,1
ENSG00000239151,0,0,0,0
ENSG00000239152,0,0,0,0
